#KEY	HISAT2 on dataset 67 and 68: aligned reads (BAM)_2	HISAT2 on dataset 65 and 66: aligned reads (BAM)_2	HISAT2 on dataset 63 and 64: aligned reads (BAM)_2	HISAT2 on dataset 61 and 62: aligned reads (BAM)_2
4256	4870	4074	1140	1018
4257	1884	2841	2773	2681
4258	87	161	88	122
4259	915	1549	1200	1348
4261	0	5	0	2
4267	705	87	55	91
427	2741	3848	1784	2475
4277	0	0	0	0
4281	1393	3927	1763	2990
4282	1082	2492	2650	2849
4283	0	0	2	1
4284	0	1	0	2
4285	312	734	348	509
4286	947	1157	1396	1287
4287	317	443	288	394
4288	45	102	88	103
4289	1251	2067	1609	1777
429	0	0	0	0
4291	96	247	85	211
4292	321	674	476	733
4293	4	5	3	4
4294	100	178	204	187
4295	0	1	1	0
4296	331	478	495	507
4297	1329	3024	1849	3084
4298	1015	1759	1845	1758
4299	769	1456	1014	1147
43	2	10	3	5
430	0	0	0	0
4300	359	465	480	524
4301	232	419	401	413
4302	1469	2344	2195	2300
4303	421	619	447	547
4306	50	123	30	87
4308	0	0	0	0
4311	6734	13399	6771	8914
4312	628	917	69	318
4313	72784	147009	99556	136066
4314	43	70	18	29
4316	2	1	3	0
4317	2	6	0	0
431704	0	0	0	0
431705	0	0	0	0
431707	0	0	1	0
4318	0	0	0	0
4319	1	4	0	12
432	2	9	7	12
4320	113	284	239	419
4321	2	7	0	0
4322	1	0	0	0
4323	17522	32360	25862	28809
432369	2	1	4	4
4324	172	92	245	144
4325	10	27	25	47
4326	92	210	214	246
4327	394	544	685	543
4329	322	243	307	200
433	0	0	0	0
4330	1637	3315	1943	1762
4331	168	304	176	206
4332	0	0	0	0
4335	465	724	875	867
4336	0	0	0	0
4337	357	473	571	501
4338	557	1187	657	910
434	0	0	0	3
4340	0	0	0	0
4342	0	0	0	0
4343	428	964	741	969
4345	50	151	20	20
435	302	533	710	469
4350	549	1121	1048	1080
4351	267	658	329	516
4352	7	5	0	1
4353	1	9	10	4
4354	180	284	302	275
4355	85	195	107	197
4356	141	79	159	76
4357	348	324	644	362
4358	653	1177	956	1132
4359	11	22	11	16
4360	0	0	0	0
4361	334	500	386	448
4363	2698	6338	4547	6177
438	0	0	0	0
43847	1	2	1	2
43849	0	0	0	0
439	780	1415	1292	1359
439915	0	0	0	0
439921	3160	5255	4088	4279
439927	0	0	0	0
439931	30	59	32	37
439934	0	0	0	0
439949	0	4	2	2
439965	7	5	2	4
439990	108	157	79	105
439994	22	40	46	28
439996	1	1	1	3
440	226	705	294	593
440021	0	0	0	0
440023	0	0	0	0
440026	342	515	334	448
440028	29	81	42	41
440034	0	0	0	0
440040	0	0	0	0
440041	0	0	3	0
440044	7	3	15	7
440050	1	1	0	3
440051	0	0	0	0
440068	0	0	0	0
440072	0	0	0	1
440073	6	9	2	10
440077	0	0	0	0
440078	43	104	57	113
440081	2	36	18	29
440087	10	17	4	3
440093	33	68	49	57
440097	0	0	0	0
440101	1	1	5	3
440104	472	628	703	605
440107	0	2	1	0
440117	0	0	0	0
440119	0	0	0	1
440122	20	35	24	25
440131	0	0	0	0
440138	99	162	117	149
440145	126	138	137	156
440153	0	0	0	0
440157	6	14	12	29
440163	0	1	0	0
440173	8	11	29	22
440184	0	0	0	1
440193	0	2	2	1
440224	0	1	0	0
440225	0	0	0	0
440233	0	0	0	0
440243	0	0	0	0
440248	91	197	132	209
440253	47	66	42	63
440270	152	324	318	498
440275	1480	2687	1951	2279
440278	6	19	9	15
440279	0	0	1	0
440288	11	28	19	32
440292	1	1	1	0
440295	1	2	2	2
440297	0	1	1	2
440299	1	8	1	5
440300	12	40	12	22
440307	3	6	2	1
440313	0	0	0	0
440335	0	1	0	0
440337	0	0	0	0
440345	2	3	2	9
440348	0	0	0	1
440352	6	19	13	10
440354	6	14	10	23
440356	5	9	2	4
440359	28	31	33	26
440361	0	0	0	0
440362	0	0	0	1
440387	1	0	1	0
440400	1005	1713	1140	1322
440419	0	0	0	0
440423	25	62	59	36
440434	168	308	249	292
440435	3	2	7	2
440446	0	0	0	0
440452	0	0	0	0
440456	188	294	279	248
440461	0	2	2	2
440465	252	677	319	578
440498	56	74	66	63
440503	0	0	3	0
440508	0	0	0	0
440515	67	174	61	121
440518	0	0	0	0
440519	3	19	6	13
440533	0	4	0	0
440556	2	11	12	10
440560	0	0	0	0
440561	0	0	0	0
440563	0	0	0	0
440567	94	190	184	192
440574	534	667	887	795
440584	20	49	11	16
440585	1	1	3	2
440590	11	19	15	25
440594	0	0	0	0
440603	2	3	1	1
440672	132	117	109	99
440689	5	14	5	8
440695	0	0	0	0
440699	0	0	0	0
440704	0	0	0	0
440712	0	0	0	0
440730	3	12	5	8
440738	145	70	152	34
440742	0	0	0	0
440757	0	0	0	0
440795	0	0	0	0
440799	1	6	1	0
440804	0	0	0	2
440822	0	0	0	0
440823	18	90	24	82
440829	0	0	0	0
440836	16	29	45	38
440839	0	0	0	0
440854	2	10	8	9
440862	21	49	25	39
440888	0	0	0	0
440895	0	0	0	0
440896	0	0	0	0
440900	0	1	0	0
440905	0	0	0	0
440910	0	0	0	0
440915	0	3	0	0
440925	0	1	1	1
440926	76	147	157	197
440934	1	7	8	0
440944	93	166	106	161
440952	10	23	13	18
440955	0	1	1	1
440956	0	0	0	0
440957	32	73	51	53
440970	0	0	0	0
440981	1	1	0	0
440982	0	0	0	0
440993	30	48	30	35
441009	0	1	0	1
441016	0	0	0	0
441024	13	17	18	17
441025	0	0	0	0
441027	34	29	35	27
441032	24	56	69	102
441046	6	11	9	6
441054	5	8	5	11
441056	0	0	0	0
441058	0	0	0	0
441061	0	0	1	0
441072	3	6	3	3
441089	31	43	28	39
441094	277	525	338	573
441108	39	89	41	59
441124	21	98	23	39
441150	24	59	63	81
441151	1	3	5	4
441161	0	0	0	0
441167	0	0	0	0
441168	3	10	8	4
441172	24	54	26	29
441177	0	0	0	0
441179	0	0	0	0
441191	172	255	196	219
441194	34	81	66	60
441204	0	0	0	0
441208	3	15	15	12
441212	30	85	53	56
441234	0	0	1	0
441239	2	1	0	4
441242	0	0	0	0
441250	18	33	12	21
441251	1	2	1	0
441263	9	14	16	16
441272	20	26	20	15
441273	1	1	1	3
441282	0	0	0	0
441294	1	0	0	1
441295	6	6	3	2
441307	1	1	7	4
441308	0	0	0	0
441314	0	0	0	0
441315	0	0	0	0
441317	0	0	0	0
441324	0	0	0	0
441326	0	0	0	0
441327	0	0	0	0
441328	0	0	0	0
441355	0	0	0	0
441374	0	1	0	0
441376	2	0	2	1
441381	0	0	0	0
441394	8	28	14	17
441425	0	0	0	0
441430	0	0	0	0
441432	0	0	0	1
441452	0	0	0	0
441454	3	7	2	4
441455	2	1	2	1
441457	1	2	3	1
441459	0	3	1	0
441476	1	3	7	2
441478	0	2	2	3
441493	0	0	0	0
441495	0	0	0	0
441501	0	0	0	0
441502	0	0	1	2
441509	0	1	1	0
441518	359	665	590	610
441519	0	0	0	0
441520	0	0	0	0
441521	0	0	0	0
441525	0	0	0	0
441528	0	0	0	0
441531	11	16	26	22
441543	0	0	0	0
441549	28	86	25	45
441581	0	0	1	0
441601	23	42	9	18
441608	0	0	0	0
441631	85	393	157	482
441639	0	0	0	0
441666	11	21	3	8
441669	0	0	0	0
441670	0	0	0	0
441687	4	5	0	3
441728	0	0	0	0
441736	9	22	7	25
441795	0	0	0	0
441818	1	0	0	0
441864	0	0	0	0
441869	14	38	47	29
441871	0	0	3	0
441873	0	0	0	0
441897	0	0	1	0
441900	1	0	0	0
441911	0	0	0	0
441932	0	0	0	0
441933	0	0	0	0
441951	1192	3146	4590	3900
441956	0	0	0	0
442028	0	0	0	0
442038	0	0	0	0
442075	6	26	18	13
442092	0	0	0	0
442117	0	2	2	3
442132	0	0	0	0
442184	0	0	0	0
442186	0	0	0	0
442191	0	0	0	0
442194	0	0	0	0
442210	0	1	0	0
442213	50	159	195	350
442229	0	0	0	0
442245	2	4	3	3
442247	0	4	9	0
442319	0	1	1	2
442361	0	0	0	0
442388	0	0	0	0
442421	0	1	0	0
442425	0	0	0	0
442434	0	0	0	0
442444	0	0	0	0
442454	0	0	0	0
442459	0	0	0	0
442497	0	0	0	0
442523	0	0	1	1
442524	2	2	2	2
442578	21	41	12	21
442582	15	44	39	32
442590	1	4	1	2
442720	0	0	0	0
442721	0	0	0	0
442862	0	0	0	0
442867	0	0	0	0
442868	0	0	0	0
442890	0	0	0	0
442891	0	0	0	0
442892	0	0	0	0
442893	0	0	0	0
442894	0	0	0	0
442895	0	2	0	0
442896	0	0	0	0
442897	0	0	0	0
442898	1	4	1	2
442899	0	0	0	0
442900	0	0	0	0
442901	0	0	0	0
442902	0	1	0	0
442903	1	0	2	0
442904	0	0	0	0
442905	0	0	1	0
442906	0	0	0	0
442907	0	0	0	0
442908	0	0	0	0
442909	0	0	0	0
442910	0	0	0	1
442911	0	0	0	0
442912	0	0	0	1
442913	0	0	0	0
442914	0	1	2	2
442916	0	0	0	0
442917	0	0	0	0
442918	0	0	0	0
442919	0	0	0	0
442920	0	0	0	0
443	119	149	196	168
4430	955	2811	1307	2002
4435	2	0	2	0
4436	178	472	313	532
4437	196	408	329	435
4438	1	2	2	5
4439	0	0	0	0
444	7740	15692	9063	14044
4440	0	0	0	0
444882	1	0	0	0
445	428	1230	611	918
445328	23	30	7	13
445329	0	1	2	1
445347	0	0	0	0
445372	0	0	0	0
445571	18	35	16	71
445577	0	0	1	3
445582	2	0	0	1
445815	1	5	2	2
4477	0	0	0	0
4478	6670	11822	8870	9812
4481	25	60	32	48
4482	143	266	117	150
4485	114	227	199	178
4486	5	18	16	26
4487	51	96	27	25
4488	32	90	104	227
448831	0	0	0	0
448834	3	3	0	4
448835	0	0	0	0
4489	2	2	10	4
4490	0	0	0	0
4493	586	265	933	269
4494	1	2	2	2
449493	0	0	0	0
4495	2	20	92	0
449520	1	1	0	0
4496	1	1	5	0
4499	48	27	92	12
4500	79	68	96	57
4501	205	41	324	30
4502	3708	1348	5768	1605
4504	1	2	1	1
4507	365	504	463	514
4508	42265	55893	41677	40122
4509	5259	7883	6483	6324
4512	125797	195872	181612	178141
4513	46614	68470	42905	32616
4514	39298	54645	48398	44275
4515	19	28	24	12
4519	53602	63346	48398	43940
4520	413	576	525	541
4521	110	163	168	163
4522	822	1101	921	830
4524	726	1395	1127	1336
4528	367	638	458	520
4534	156	246	185	199
4535	25986	33528	28380	24029
4536	22519	28180	21227	20564
4537	4435	6347	6022	5940
4538	69557	98838	67594	63729
4539	7486	10713	7241	7459
4540	49347	78926	45578	44863
4541	21911	28371	17882	15820
4542	11	23	13	25
4543	0	0	2	1
4544	0	0	0	0
4547	2	3	3	1
4548	1049	1618	1316	1668
4549	7473	14508	6422	7443
4550	79218	134531	59019	61914
4552	293	543	512	606
4580	100	190	162	171
4582	323	366	262	156
4583	0	0	0	0
4584	0	0	0	1
4585	1	2	2	0
4588	4	9	1	1
4589	0	0	0	0
4591	588	951	694	820
4593	12	29	41	22
4594	488	726	671	737
4595	63	146	103	110
4597	195	341	325	444
4598	51	131	76	128
4599	100	262	85	343
460	0	1	1	1
4600	63	105	56	91
4601	1148	1606	1274	1697
4602	0	2	0	1
4603	24	140	53	63
4604	0	1	1	0
4605	7	12	9	3
4606	0	0	1	1
4607	0	0	0	0
4608	4	4	1	1
4609	532	593	836	592
4610	1	8	4	2
4613	0	0	0	0
4615	500	911	687	901
4616	301	294	536	198
4617	0	0	0	0
4618	1	0	0	0
4619	1	0	1	0
462	1	0	4	2
4620	0	0	0	0
4621	22	35	27	31
4622	0	0	0	0
4624	0	0	0	0
4625	0	0	0	0
4626	0	0	0	0
4627	28676	43888	33771	36679
4628	17157	19718	9952	8962
4629	102	113	20	16
463	857	1586	1104	1272
4632	0	0	0	0
4633	0	0	0	0
4634	12	17	5	8
4635	1	6	2	1
4636	103	256	136	212
4637	9197	12457	9397	6567
4638	14932	26998	16339	16938
4640	0	1	1	0
4641	5787	8239	7485	6226
4642	7467	10635	7748	8574
4643	1999	2258	1957	1050
4644	1215	2149	1395	1716
4645	8	26	12	10
4646	1155	1359	1227	1374
4647	2	4	8	4
4648	5	1	4	0
4649	427	778	678	737
4650	1317	2973	2361	3036
4651	4764	8013	4626	6142
4653	622	1033	255	336
4654	0	0	0	0
4656	1	0	0	0
4659	1358	1786	1533	1523
466	298	469	357	408
4660	2532	2665	1083	635
4661	0	0	0	0
4664	233	613	398	713
4665	626	1084	1092	1301
4666	5586	10798	7751	9015
4668	624	1244	674	926
4669	1134	1795	1683	1733
467	617	247	271	113
4670	1748	2680	3238	3345
4671	1	5	2	3
4673	9717	11476	12897	10303
4674	32	41	42	23
4675	46	156	39	96
4676	1235	2045	1544	1838
4677	1872	3019	2567	2742
4678	510	885	764	888
468	3316	6566	4032	5376
4680	0	0	0	0
4681	10438	10275	17190	10627
4682	90	192	156	205
4683	419	954	589	814
4684	2	0	1	0
4685	755	2265	591	1320
4686	423	1034	744	908
4688	2	3	0	1
4689	1	0	0	0
4690	365	626	497	573
4691	5612	10594	7817	8563
4692	706	1486	1669	1958
4693	0	6	0	6
4694	501	745	643	620
4695	346	546	536	547
4696	189	486	317	417
4697	1117	1756	1709	1679
4698	619	1020	842	800
47	2172	3775	4105	4001
4700	367	657	564	595
4701	177	294	210	218
4702	284	473	401	376
4703	11	10	7	10
4704	384	601	607	706
4705	781	1404	1093	1176
4706	253	482	332	320
4707	258	468	374	452
4708	306	500	515	489
4709	291	462	384	445
471	753	1291	1156	1072
4710	440	900	552	747
4711	558	891	648	754
4712	290	379	380	443
4713	313	813	590	608
4714	535	1117	883	952
4715	592	955	764	749
4716	532	1069	864	889
4717	241	438	273	355
4718	1143	1898	1501	1412
4719	715	1237	950	1025
472	1246	2705	1669	2056
4720	927	1643	1219	1253
4722	351	664	515	575
4723	748	1371	1450	1401
4724	385	784	554	685
4725	694	1136	1328	1444
4726	275	451	445	464
4728	248	612	394	435
4729	680	909	900	888
473	1893	3753	2626	2655
4731	288	555	404	480
4733	477	683	636	632
4734	626	1068	1171	992
4735	9666	15867	12368	15305
4736	5481	11264	10341	10814
4738	1125	1741	1601	1528
4739	2051	1291	1300	747
474	0	0	0	0
4741	27	80	39	24
474148	0	0	0	0
474149	0	0	0	0
474150	0	0	0	0
474151	0	0	0	0
474152	0	0	0	0
474170	0	2	0	0
474171	2	10	3	3
474338	7	32	8	13
474343	13	38	41	38
474344	0	0	0	0
474354	47	48	59	35
474381	0	0	0	0
474382	0	0	0	0
474383	1	0	0	0
474384	0	1	1	1
4744	13	19	59	56
4745	0	0	1	0
4747	2	11	34	12
475	419	778	453	550
4750	445	875	629	740
4751	4	6	15	15
4752	190	262	190	164
4753	0	0	1	0
4756	770	1518	725	1149
4758	0	0	0	0
4759	0	0	0	0
476	4562	6094	6131	4906
4760	0	1	0	0
4761	0	0	0	0
4762	0	0	0	0
4763	1466	2717	1834	2300
477	830	2835	176	331
4771	2783	2512	2853	1433
4772	70	153	128	130
4773	0	3	1	2
4774	404	645	598	544
4775	247	421	288	338
4776	1594	4528	3552	4608
4778	3	40	2	15
4779	9411	13651	9721	9389
478	2	18	1	2
4780	4751	6773	6044	6198
4781	589	1156	907	1001
4782	847	1676	1589	1549
4783	1051	988	2493	937
4784	5946	13174	9418	13574
479	0	0	0	1
4790	644	1197	944	1241
4791	376	623	571	586
4792	313	357	639	296
4793	289	444	457	358
4794	36	65	91	108
4795	9	6	0	0
4796	112	214	176	168
4798	338	615	465	587
4799	590	1355	852	1156
48	1835	3324	2579	2659
480	1	1	0	0
4800	226	575	316	497
4801	2328	2177	1703	856
4802	206	468	298	388
4803	17	128	17	39
4804	0	2	4	1
4807	1	2	1	0
4808	0	0	2	0
4809	645	1303	1136	1201
481	364	354	80	71
4810	201	600	310	605
4811	8952	5539	16395	4893
4814	229	590	239	488
4815	6	22	13	11
4817	234	466	280	376
4818	1	0	0	0
482	3	2	1	2
4820	757	1644	1041	1375
4821	0	0	0	0
4824	15	34	22	23
4825	326	537	606	529
4826	20	35	45	44
4828	44	73	63	61
4829	4	6	1	2
483	1128	1660	1278	1160
4830	65	141	118	152
4831	48	122	72	63
4832	144	263	265	304
4833	801	1847	1367	1526
4835	136	262	251	318
4836	1866	3490	2792	2958
4837	3537	1657	5960	1164
4838	2	3	2	3
4839	252	371	419	343
4841	2667	5964	3917	5589
4842	0	0	0	0
4843	0	0	2	0
4846	2	6	1	1
4848	625	1093	813	993
4849	533	905	839	746
4850	351	709	432	548
4851	100	315	141	289
4852	0	0	0	0
4853	7343	12818	7566	8545
4854	717	901	639	466
4855	0	0	0	0
4856	121	1026	69	615
4857	132	340	197	285
4858	0	3	0	1
486	1	0	1	1
4860	81	87	178	94
4861	5	15	4	12
4862	237	249	398	187
4863	321	516	307	458
4864	756	662	768	633
4867	78	171	74	129
4868	1	0	1	0
4869	5911	11148	7238	8084
487	5	7	10	5
4878	4	9	4	4
4879	0	0	0	0
488	9833	7397	11309	6410
4880	0	0	0	2
4881	98	101	47	33
4882	1224	1798	1428	1342
4883	957	1176	986	542
4884	8	22	6	9
4885	0	1	8	0
4886	0	0	1	0
4887	0	0	0	0
4888	2	0	1	0
4889	0	0	0	0
489	37	51	58	85
4891	744	1026	931	893
4892	0	0	0	0
4893	590	780	761	756
4897	67	106	382	479
4898	2357	3965	2975	3121
4899	122	280	216	245
49	0	0	0	1
490	899	1423	1936	1209
4900	8	11	3	6
4901	8	16	7	9
4902	8	8	3	4
4904	5810	10510	8496	9743
4905	568	905	645	754
4907	1382	5399	3009	5238
4908	175	352	162	216
4909	0	1	1	1
491	1	0	2	0
4913	60	138	105	106
4914	0	1	0	0
4915	58	77	28	24
4916	2	0	2	8
4917	4	12	5	16
4919	647	945	708	736
492	0	4	0	4
4920	805	1527	1409	1710
4921	3658	7402	4481	6312
4922	0	0	0	0
4923	0	1	0	0
492303	2	11	3	7
492307	0	0	0	0
492311	325	391	354	296
4924	4894	8383	5527	6566
4925	850	2118	889	1514
4926	4424	10073	6167	8845
4927	271	447	324	340
4928	1637	2275	2070	2162
4929	29	47	38	46
493	7445	16316	7380	9930
4931	167	376	174	291
4935	0	0	0	0
493753	207	369	311	376
493754	137	264	186	183
4938	16	38	9	46
493812	479	628	523	467
493829	0	1	0	0
493856	206	342	274	272
493860	16	30	51	66
493861	40	76	33	12
493869	1879	4860	2726	4543
4939	49	140	47	100
493901	0	0	0	0
493911	63	43	45	36
4940	120	267	91	220
494115	191	274	279	233
494118	0	0	0	0
494119	0	0	0	0
494141	0	0	0	0
494143	13	11	17	8
494188	1	1	0	0
494197	0	0	0	0
4942	2119	3417	2675	2910
4943	176	356	284	298
494323	0	0	0	0
494324	0	0	0	0
494325	0	0	0	0
494326	0	1	0	3
494327	0	0	0	0
494328	0	0	0	0
494329	0	0	0	0
494330	0	0	0	0
494331	0	0	0	0
494332	0	0	0	0
494333	0	0	0	0
494334	0	0	0	0
494335	1	0	0	0
494336	0	0	0	0
494337	0	0	0	0
494470	0	0	0	0
494513	36	75	48	58
494514	5	16	18	35
494551	2	5	3	2
494558	0	0	0	0
4946	6422	11595	9897	9691
4947	1209	2447	1708	2232
4948	1	0	0	0
495	0	0	0	0
4951	0	0	0	0
4952	887	1498	1065	1177
4953	291	573	467	393
4956	0	1	0	0
4957	342	605	442	567
4958	298	173	392	89
496	0	0	0	0
4967	841	1335	982	1259
4968	146	374	272	339
4969	1188	3584	1704	3539
497048	0	0	0	1
497049	0	0	0	0
497189	0	0	0	0
497190	0	1	4	1
497258	31	61	44	57
4973	51	137	26	19
4974	0	4	0	1
4975	0	0	2	0
4976	989	1454	1124	1205
497634	0	0	0	0
497661	391	658	571	650
4978	0	1	1	0
498	3557	5740	4898	5272
4982	2924	16895	1731	7180
4983	147	245	208	238
4985	0	0	0	0
49854	177	225	279	225
49855	223	383	233	318
49856	182	263	270	275
4986	0	0	0	0
49860	0	0	0	0
49861	1	11	7	6
4987	40	79	58	66
4988	0	0	0	0
4990	0	0	0	0
4991	0	0	0	0
4992	0	1	2	0
4993	0	2	1	0
4994	0	0	0	0
4995	1	0	0	0
4998	4	7	9	7
4999	197	315	224	275
50	730	1352	1120	1188
5000	203	358	286	328
5001	189	268	191	243
5002	138	162	264	167
5003	4	6	6	12
5004	0	0	0	0
5005	0	1	0	1
5007	1012	1764	1416	1625
5008	0	0	0	0
5009	0	0	0	0
501	949	1372	878	884
5010	1347	5211	1497	6408
5013	19	56	5	5
5015	0	0	0	0
5016	38	44	63	34
5017	0	1	0	0
5018	1120	2224	1613	1958
5019	972	953	845	649
5020	3	1	1	0
5021	1474	706	131	61
5023	1	0	0	0
5024	0	0	0	0
5025	255	525	333	430
5026	30	25	14	14
5027	24	178	49	204
5028	63	211	166	188
5029	1	0	0	0
5030	0	1	1	0
5031	2	6	3	0
5032	21	29	55	23
5033	1311	3561	1977	3458
5034	8936	17412	12277	14603
503497	0	0	0	0
503538	39	42	42	23
503542	50	71	111	93
503569	38	306	114	269
503582	0	0	0	0
5036	982	1558	1428	1450
503614	0	0	0	0
503618	0	0	0	0
503640	1	0	2	0
503645	0	1	2	1
503693	20	26	17	26
5037	807	1338	1025	1036
503834	0	0	0	0
503835	0	0	0	0
503841	0	0	0	0
504180	0	0	0	0
5042	24	75	45	45
5045	1740	2118	2381	2100
5046	72	251	44	20
5047	0	0	0	0
5048	2839	4460	3513	3790
50484	956	1617	1223	1580
50485	377	808	490	689
50486	5	125	11	35
50487	0	1	1	0
50488	1027	2075	1639	1998
50489	0	1	0	0
5049	1461	1640	1549	1420
5050	23	110	41	95
50506	1	3	0	0
50507	18	49	8	26
50508	0	0	0	0
50509	206	277	498	229
5051	135	296	177	211
50511	7	16	13	13
50512	11	38	33	43
50514	1	2	0	3
50515	120	157	107	119
5052	3054	5368	3720	3802
5053	0	0	0	0
5054	5424	7474	4037	3608
5055	15	8	4	9
5058	563	1224	1098	1146
506	4593	7196	6319	6285
50604	0	0	0	0
50613	0	0	0	0
50614	0	0	0	0
50615	1	1	0	2
50616	0	0	0	0
50617	0	0	0	0
50618	500	1092	718	896
50619	2	6	1	4
5062	1269	1870	1503	1722
50624	8	25	10	19
50626	350	594	560	668
50628	296	428	453	487
5063	9	59	30	85
50632	0	1	0	1
50636	5	24	11	7
5064	1734	3021	1482	1821
50640	728	839	1062	829
50649	18	35	20	24
50650	312	980	332	774
50651	144	98	202	112
50652	0	3	2	1
5066	9411	15028	7221	9353
5067	401	743	241	369
50674	0	0	0	0
5068	0	0	0	0
5069	2922	6211	8315	6292
50700	0	0	0	0
5071	57	83	59	54
50717	1933	3081	2305	2312
5073	649	1001	823	862
5074	167	130	108	117
5075	0	0	0	0
5076	0	0	0	0
5077	0	0	1	0
5078	0	0	0	0
5079	0	0	0	0
5080	21	26	32	31
50801	1	2	3	1
50804	152	250	127	149
50805	0	0	0	0
50807	2609	3882	3508	3215
50808	1751	2694	1912	2087
50809	2818	4569	3651	4376
5081	0	0	0	0
50810	643	1085	788	983
50813	1143	2131	1727	1956
50814	162	265	244	272
5082	368	458	395	528
5083	1	0	0	0
50831	2	3	2	1
50832	1	8	9	4
50833	0	0	0	0
50834	0	1	0	0
50835	0	0	0	0
50836	0	0	0	0
50837	0	0	0	0
50838	0	0	2	0
50839	6	8	1	2
50840	11	8	8	5
50846	0	0	0	0
50848	135	130	75	56
50852	0	0	0	0
50853	86	210	146	173
50854	0	0	0	0
50855	17	23	23	39
50856	4	11	4	9
50858	0	0	0	0
50859	0	0	1	4
50861	258	690	266	434
50862	1162	1438	920	1084
50863	62	251	72	112
50865	1237	1448	1254	1215
5087	2135	4356	3258	4765
5089	16	36	18	16
509	823	1432	1220	1233
5090	1438	2859	1985	2341
5091	311	647	1084	651
5092	319	618	369	488
5093	2115	3570	3241	3538
50937	168	687	120	652
50939	2	6	3	2
5094	6239	9769	6467	7344
50940	1	1	1	0
50943	2	4	2	3
50944	36	135	65	99
50945	0	0	0	0
5095	176	285	282	307
5096	252	494	229	362
50964	0	0	0	0
5097	2	8	6	19
5098	1584	2820	2794	3417
5099	334	337	64	33
50999	1606	1995	2199	1937
51	568	1024	781	902
5100	0	0	0	0
51000	547	660	562	667
51001	145	260	202	218
51002	69	141	106	172
51003	54	87	80	88
51004	136	255	183	244
51005	119	353	258	484
51006	447	753	592	672
51008	295	502	383	471
51009	334	539	409	497
5101	18	31	26	12
51010	128	214	173	166
51011	131	272	202	242
51012	464	690	627	602
51013	172	347	227	286
51014	1790	2245	1691	1867
51015	174	291	337	416
51016	56	110	59	67
51018	200	303	213	202
51019	574	1055	827	868
51020	442	878	552	609
51021	653	936	766	905
51022	77	83	100	84
51023	81	152	115	111
51024	695	1395	976	1040
51025	63	64	101	76
51026	536	764	719	889
51027	63	161	99	142
51028	656	888	717	690
51029	984	1470	1221	1332
51030	407	545	328	390
51031	404	739	502	716
51032	1	1	9	3
51035	956	1708	1723	1712
5104	1	1	8	7
51042	25	50	51	43
51043	211	475	384	454
51046	0	0	0	0
5105	0	0	1	0
51050	0	0	3	0
51052	0	0	0	0
51053	61	102	122	133
51054	19	36	29	32
51056	978	1288	1273	1447
51057	59	127	74	95
51058	64	156	109	127
51059	0	0	1	0
5106	219	527	261	348
51060	784	1137	908	986
51061	613	742	705	612
51062	152	233	192	190
51063	708	1267	1070	1195
51065	1832	2917	3003	3087
51066	0	0	0	0
51067	117	273	200	211
51068	532	912	624	857
51069	123	229	178	236
51070	282	519	493	484
51071	357	473	507	465
51072	153	344	239	308
51073	355	569	666	586
51074	165	230	180	204
51075	592	971	791	721
51076	103	180	196	162
51077	648	1026	798	919
51078	475	971	807	827
51079	769	1695	1295	1492
5108	1840	3478	2298	2864
51081	270	482	384	452
51082	550	911	741	855
51083	2	6	2	5
51084	250	447	280	423
51085	1	1	8	2
51086	28	43	30	48
51087	1	0	1	0
51088	1342	2555	1619	1912
51090	1	4	1	0
51091	174	299	152	239
51092	1308	1182	1033	843
51093	186	346	286	273
51094	1323	1834	1443	1337
51095	194	316	244	272
51096	290	367	461	462
51097	623	1230	748	896
51098	510	903	684	815
51099	1617	1181	2152	880
5110	769	1048	1077	982
51100	2632	3102	3021	2933
51101	256	373	312	373
51102	116	286	219	232
51103	166	205	213	206
51104	171	174	201	209
51105	879	1507	1302	1344
51106	73	126	90	129
51107	1575	2315	1978	2331
51108	1081	2202	1482	1942
51109	578	1009	816	899
5111	352	911	565	972
51110	359	407	383	307
51111	378	604	464	484
51112	402	730	538	607
51114	1365	1517	1709	1075
51115	898	1405	1528	1606
51116	257	526	453	517
51117	158	386	292	312
51118	304	479	411	463
51119	1749	2684	2216	1740
51121	209	265	270	250
51122	370	567	500	461
51123	424	767	481	676
51124	470	608	547	592
51125	624	1043	748	1098
51126	587	621	641	569
51127	14	40	30	46
51128	860	1058	823	778
51129	441	295	887	364
51130	19	23	15	28
51131	331	489	425	426
51132	854	1307	1099	1153
51133	1039	1828	1321	1767
51134	109	210	155	167
51135	330	611	517	496
51136	90	182	161	164
51138	476	767	553	679
51141	324	372	384	468
51142	1160	2137	1933	2077
51143	420	634	603	643
51144	724	1137	837	1025
51145	3	9	3	1
51146	5	12	6	3
51147	346	663	368	513
51148	2316	4828	2942	3509
51149	70	132	99	113
51150	2890	5265	4131	4338
51151	0	1	0	1
51154	249	367	312	296
51155	347	523	510	464
51156	1	1	0	3
51157	228	323	363	303
5116	533	1022	841	1100
51160	688	1324	1066	1233
51161	326	653	469	480
51162	27	86	26	39
51163	155	298	253	267
51164	1044	1751	1257	1530
51166	36	141	134	170
51167	134	224	227	279
51168	17	67	43	45
51170	1313	1187	1511	1196
51171	163	404	179	264
51172	233	475	326	377
51174	34	52	37	49
51175	112	283	135	215
51176	117	161	223	243
51177	460	588	714	602
51179	0	1	0	1
5118	3790	10054	5864	10879
